id,route_id,route_name,county,pickup_day,pickup_duration_min,num_stops,place_pickup_times
10,R004,Route D,Cork,Tuesday,40,12,"[{""place"": ""Little Island"", ""pickup_time"": ""09:00""}, {""place"": ""Ballintemple"", ""pickup_time"": ""09:15""}, {""place"": ""Fermoy"", ""pickup_time"": ""09:25""}, {""place"": ""Youghal"", ""pickup_time"": ""09:39""}, {""place"": ""Ballincollig"", ""pickup_time"": ""09:44""}, {""place"": ""Fota"", ""pickup_time"": ""09:51""}, {""place"": ""Skibbereen"", ""pickup_time"": ""10:05""}, {""place"": ""Cork City Centre"", ""pickup_time"": ""10:16""}, {""place"": ""Mallow"", ""pickup_time"": ""10:25""}, {""place"": ""Blackpool"", ""pickup_time"": ""10:33""}, {""place"": ""Carrigaline"", ""pickup_time"": ""10:44""}, {""place"": ""Midleton"", ""pickup_time"": ""10:51""}]"
11,R004,Route D,Cork,Wednesday,75,12,"[{""place"": ""Little Island"", ""pickup_time"": ""09:00""}, {""place"": ""Ballintemple"", ""pickup_time"": ""09:09""}, {""place"": ""Fermoy"", ""pickup_time"": ""09:21""}, {""place"": ""Youghal"", ""pickup_time"": ""09:33""}, {""place"": ""Ballincollig"", ""pickup_time"": ""09:39""}, {""place"": ""Fota"", ""pickup_time"": ""09:51""}, {""place"": ""Skibbereen"", ""pickup_time"": ""09:57""}, {""place"": ""Cork City Centre"", ""pickup_time"": ""10:10""}, {""place"": ""Mallow"", ""pickup_time"": ""10:18""}, {""place"": ""Blackpool"", ""pickup_time"": ""10:30""}, {""place"": ""Carrigaline"", ""pickup_time"": ""10:35""}, {""place"": ""Midleton"", ""pickup_time"": ""10:41""}]"
12,R004,Route D,Cork,Monday,86,12,"[{""place"": ""Little Island"", ""pickup_time"": ""09:00""}, {""place"": ""Ballintemple"", ""pickup_time"": ""09:09""}, {""place"": ""Fermoy"", ""pickup_time"": ""09:20""}, {""place"": ""Youghal"", ""pickup_time"": ""09:30""}, {""place"": ""Ballincollig"", ""pickup_time"": ""09:41""}, {""place"": ""Fota"", ""pickup_time"": ""09:46""}, {""place"": ""Skibbereen"", ""pickup_time"": ""09:51""}, {""place"": ""Cork City Centre"", ""pickup_time"": ""10:03""}, {""place"": ""Mallow"", ""pickup_time"": ""10:10""}, {""place"": ""Blackpool"", ""pickup_time"": ""10:24""}, {""place"": ""Carrigaline"", ""pickup_time"": ""10:33""}, {""place"": ""Midleton"", ""pickup_time"": ""10:42""}]"
13,R005,Route E,Wexford,Tuesday,87,25,"[{""place"": ""Dunbrody"", ""pickup_time"": ""13:45""}, {""place"": ""Fethard-on-Sea"", ""pickup_time"": ""13:51""}, {""place"": ""Morgans Bridge"", ""pickup_time"": ""14:01""}, {""place"": ""Ballycarbery"", ""pickup_time"": ""14:11""}, {""place"": ""Ballinure"", ""pickup_time"": ""14:25""}, {""place"": ""Taylors Cross"", ""pickup_time"": ""14:38""}, {""place"": ""New Ross"", ""pickup_time"": ""14:50""}, {""place"": ""Kilmore"", ""pickup_time"": ""15:01""}, {""place"": ""Wexford Town"", ""pickup_time"": ""15:11""}, {""place"": ""Johnstown"", ""pickup_time"": ""15:21""}, {""place"": ""Courtown"", ""pickup_time"": ""15:33""}, {""place"": ""Enniscorthy"", ""pickup_time"": ""15:41""}, {""place"": ""Kilmuckridge"", ""pickup_time"": ""15:49""}, {""place"": ""Gorey"", ""pickup_time"": ""16:04""}, {""place"": ""Taghmon"", ""pickup_time"": ""16:17""}, {""place"": ""Gorey Village"", ""pickup_time"": ""16:23""}, {""place"": ""Seaview"", ""pickup_time"": ""16:32""}, {""place"": ""Oulart"", ""pickup_time"": ""16:37""}, {""place"": ""Ballinascorney"", ""pickup_time"": ""16:51""}, {""place"": ""Ballycullane"", ""pickup_time"": ""16:59""}, {""place"": ""Clonard"", ""pickup_time"": ""17:14""}, {""place"": ""Wellingtonbridge"", ""pickup_time"": ""17:24""}, {""place"": ""Ballynamintra"", ""pickup_time"": ""17:33""}, {""place"": ""Rosslare"", ""pickup_time"": ""17:41""}, {""place"": ""Campile"", ""pickup_time"": ""17:49""}]"
14,R005,Route E,Wexford,Friday,71,25,"[{""place"": ""Dunbrody"", ""pickup_time"": ""13:45""}, {""place"": ""Fethard-on-Sea"", ""pickup_time"": ""13:57""}, {""place"": ""Morgans Bridge"", ""pickup_time"": ""14:06""}, {""place"": ""Ballycarbery"", ""pickup_time"": ""14:21""}, {""place"": ""Ballinure"", ""pickup_time"": ""14:29""}, {""place"": ""Taylors Cross"", ""pickup_time"": ""14:42""}, {""place"": ""New Ross"", ""pickup_time"": ""14:56""}, {""place"": ""Kilmore"", ""pickup_time"": ""15:10""}, {""place"": ""Wexford Town"", ""pickup_time"": ""15:17""}, {""place"": ""Johnstown"", ""pickup_time"": ""15:23""}, {""place"": ""Courtown"", ""pickup_time"": ""15:32""}, {""place"": ""Enniscorthy"", ""pickup_time"": ""15:44""}, {""place"": ""Kilmuckridge"", ""pickup_time"": ""15:55""}, {""place"": ""Gorey"", ""pickup_time"": ""16:08""}, {""place"": ""Taghmon"", ""pickup_time"": ""16:22""}, {""place"": ""Gorey Village"", ""pickup_time"": ""16:32""}, {""place"": ""Seaview"", ""pickup_time"": ""16:39""}, {""place"": ""Oulart"", ""pickup_time"": ""16:53""}, {""place"": ""Ballinascorney"", ""pickup_time"": ""17:08""}, {""place"": ""Ballycullane"", ""pickup_time"": ""17:19""}, {""place"": ""Clonard"", ""pickup_time"": ""17:33""}, {""place"": ""Wellingtonbridge"", ""pickup_time"": ""17:46""}, {""place"": ""Ballynamintra"", ""pickup_time"": ""17:54""}, {""place"": ""Rosslare"", ""pickup_time"": ""17:59""}, {""place"": ""Campile"", ""pickup_time"": ""18:11""}]"
15,R006,Route F,Wicklow,Sunday,39,21,"[{""place"": ""Kilcoole"", ""pickup_time"": ""09:00""}, {""place"": ""Aughrim"", ""pickup_time"": ""09:10""}, {""place"": ""Newtownmountkennedy"", ""pickup_time"": ""09:15""}, {""place"": ""Baltinglass"", ""pickup_time"": ""09:25""}, {""place"": ""Ballygar"", ""pickup_time"": ""09:31""}, {""place"": ""Glencree"", ""pickup_time"": ""09:42""}, {""place"": ""Wicklow Town"", ""pickup_time"": ""09:49""}, {""place"": ""Carnew"", ""pickup_time"": ""09:57""}, {""place"": ""Greystones"", ""pickup_time"": ""10:09""}, {""place"": ""Tintern"", ""pickup_time"": ""10:14""}, {""place"": ""Kilpedder"", ""pickup_time"": ""10:22""}, {""place"": ""Brittas Bay"", ""pickup_time"": ""10:37""}, {""place"": ""Glendalough"", ""pickup_time"": ""10:45""}, {""place"": ""Sallygap"", ""pickup_time"": ""11:00""}, {""place"": ""Ballymore"", ""pickup_time"": ""11:14""}, {""place"": ""Rathdrum"", ""pickup_time"": ""11:29""}, {""place"": ""Ballygannon"", ""pickup_time"": ""11:41""}, {""place"": ""Kilmacanogue"", ""pickup_time"": ""11:54""}, {""place"": ""Avoca"", ""pickup_time"": ""11:59""}, {""place"": ""Hollywood"", ""pickup_time"": ""12:08""}, {""place"": ""Shillelagh"", ""pickup_time"": ""12:14""}]"
16,R006,Route F,Wicklow,Saturday,68,21,"[{""place"": ""Kilcoole"", ""pickup_time"": ""09:00""}, {""place"": ""Aughrim"", ""pickup_time"": ""09:12""}, {""place"": ""Newtownmountkennedy"", ""pickup_time"": ""09:18""}, {""place"": ""Baltinglass"", ""pickup_time"": ""09:24""}, {""place"": ""Ballygar"", ""pickup_time"": ""09:36""}, {""place"": ""Glencree"", ""pickup_time"": ""09:44""}, {""place"": ""Wicklow Town"", ""pickup_time"": ""09:52""}, {""place"": ""Carnew"", ""pickup_time"": ""10:02""}, {""place"": ""Greystones"", ""pickup_time"": ""10:11""}, {""place"": ""Tintern"", ""pickup_time"": ""10:24""}, {""place"": ""Kilpedder"", ""pickup_time"": ""10:39""}, {""place"": ""Brittas Bay"", ""pickup_time"": ""10:49""}, {""place"": ""Glendalough"", ""pickup_time"": ""10:58""}, {""place"": ""Sallygap"", ""pickup_time"": ""11:11""}, {""place"": ""Ballymore"", ""pickup_time"": ""11:22""}, {""place"": ""Rathdrum"", ""pickup_time"": ""11:30""}, {""place"": ""Ballygannon"", ""pickup_time"": ""11:44""}, {""place"": ""Kilmacanogue"", ""pickup_time"": ""11:50""}, {""place"": ""Avoca"", ""pickup_time"": ""11:55""}, {""place"": ""Hollywood"", ""pickup_time"": ""12:07""}, {""place"": ""Shillelagh"", ""pickup_time"": ""12:14""}]"
17,R006,Route F,Wicklow,Wednesday,60,21,"[{""place"": ""Kilcoole"", ""pickup_time"": ""09:00""}, {""place"": ""Aughrim"", ""pickup_time"": ""09:15""}, {""place"": ""Newtownmountkennedy"", ""pickup_time"": ""09:25""}, {""place"": ""Baltinglass"", ""pickup_time"": ""09:40""}, {""place"": ""Ballygar"", ""pickup_time"": ""09:48""}, {""place"": ""Glencree"", ""pickup_time"": ""10:03""}, {""place"": ""Wicklow Town"", ""pickup_time"": ""10:11""}, {""place"": ""Carnew"", ""pickup_time"": ""10:25""}, {""place"": ""Greystones"", ""pickup_time"": ""10:33""}, {""place"": ""Tintern"", ""pickup_time"": ""10:40""}, {""place"": ""Kilpedder"", ""pickup_time"": ""10:52""}, {""place"": ""Brittas Bay"", ""pickup_time"": ""11:06""}, {""place"": ""Glendalough"", ""pickup_time"": ""11:11""}, {""place"": ""Sallygap"", ""pickup_time"": ""11:18""}, {""place"": ""Ballymore"", ""pickup_time"": ""11:25""}, {""place"": ""Rathdrum"", ""pickup_time"": ""11:36""}, {""place"": ""Ballygannon"", ""pickup_time"": ""11:50""}, {""place"": ""Kilmacanogue"", ""pickup_time"": ""12:04""}, {""place"": ""Avoca"", ""pickup_time"": ""12:10""}, {""place"": ""Hollywood"", ""pickup_time"": ""12:20""}, {""place"": ""Shillelagh"", ""pickup_time"": ""12:30""}]"
18,R006,Route F,Wicklow,Thursday,55,21,"[{""place"": ""Kilcoole"", ""pickup_time"": ""09:00""}, {""place"": ""Aughrim"", ""pickup_time"": ""09:07""}, {""place"": ""Newtownmountkennedy"", ""pickup_time"": ""09:22""}, {""place"": ""Baltinglass"", ""pickup_time"": ""09:35""}, {""place"": ""Ballygar"", ""pickup_time"": ""09:46""}, {""place"": ""Glencree"", ""pickup_time"": ""09:59""}, {""place"": ""Wicklow Town"", ""pickup_time"": ""10:08""}, {""place"": ""Carnew"", ""pickup_time"": ""10:20""}, {""place"": ""Greystones"", ""pickup_time"": ""10:32""}, {""place"": ""Tintern"", ""pickup_time"": ""10:41""}, {""place"": ""Kilpedder"", ""pickup_time"": ""10:46""}, {""place"": ""Brittas Bay"", ""pickup_time"": ""10:55""}, {""place"": ""Glendalough"", ""pickup_time"": ""11:07""}, {""place"": ""Sallygap"", ""pickup_time"": ""11:19""}, {""place"": ""Ballymore"", ""pickup_time"": ""11:34""}, {""place"": ""Rathdrum"", ""pickup_time"": ""11:39""}, {""place"": ""Ballygannon"", ""pickup_time"": ""11:45""}, {""place"": ""Kilmacanogue"", ""pickup_time"": ""11:55""}, {""place"": ""Avoca"", ""pickup_time"": ""12:03""}, {""place"": ""Hollywood"", ""pickup_time"": ""12:14""}, {""place"": ""Shillelagh"", ""pickup_time"": ""12:21""}]"
19,R007,Route G,Limerick,Saturday,51,10,"[{""place"": ""Kingston Park"", ""pickup_time"": ""15:15""}, {""place"": ""St. Mary's Park"", ""pickup_time"": ""15:22""}, {""place"": ""Ballycummin"", ""pickup_time"": ""15:34""}, {""place"": ""Shannon"", ""pickup_time"": ""15:44""}, {""place"": ""Monaleen"", ""pickup_time"": ""15:53""}, {""place"": ""Old Town"", ""pickup_time"": ""16:08""}, {""place"": ""Raheen"", ""pickup_time"": ""16:18""}, {""place"": ""Ashbrook"", ""pickup_time"": ""16:32""}, {""place"": ""Limerick Institute of Technology"", ""pickup_time"": ""16:42""}, {""place"": ""Limerick Docklands"", ""pickup_time"": ""16:47""}]"
20,R007,Route G,Limerick,Wednesday,88,10,"[{""place"": ""Kingston Park"", ""pickup_time"": ""15:15""}, {""place"": ""St. Mary's Park"", ""pickup_time"": ""15:25""}, {""place"": ""Ballycummin"", ""pickup_time"": ""15:34""}, {""place"": ""Shannon"", ""pickup_time"": ""15:49""}, {""place"": ""Monaleen"", ""pickup_time"": ""15:56""}, {""place"": ""Old Town"", ""pickup_time"": ""16:02""}, {""place"": ""Raheen"", ""pickup_time"": ""16:09""}, {""place"": ""Ashbrook"", ""pickup_time"": ""16:21""}, {""place"": ""Limerick Institute of Technology"", ""pickup_time"": ""16:35""}, {""place"": ""Limerick Docklands"", ""pickup_time"": ""16:41""}]"
21,R007,Route G,Limerick,Tuesday,93,10,"[{""place"": ""Kingston Park"", ""pickup_time"": ""15:15""}, {""place"": ""St. Mary's Park"", ""pickup_time"": ""15:25""}, {""place"": ""Ballycummin"", ""pickup_time"": ""15:36""}, {""place"": ""Shannon"", ""pickup_time"": ""15:50""}, {""place"": ""Monaleen"", ""pickup_time"": ""16:03""}, {""place"": ""Old Town"", ""pickup_time"": ""16:14""}, {""place"": ""Raheen"", ""pickup_time"": ""16:27""}, {""place"": ""Ashbrook"", ""pickup_time"": ""16:33""}, {""place"": ""Limerick Institute of Technology"", ""pickup_time"": ""16:45""}, {""place"": ""Limerick Docklands"", ""pickup_time"": ""16:50""}]"
22,R007,Route G,Limerick,Sunday,118,10,"[{""place"": ""Kingston Park"", ""pickup_time"": ""15:15""}, {""place"": ""St. Mary's Park"", ""pickup_time"": ""15:23""}, {""place"": ""Ballycummin"", ""pickup_time"": ""15:35""}, {""place"": ""Shannon"", ""pickup_time"": ""15:49""}, {""place"": ""Monaleen"", ""pickup_time"": ""15:55""}, {""place"": ""Old Town"", ""pickup_time"": ""16:01""}, {""place"": ""Raheen"", ""pickup_time"": ""16:16""}, {""place"": ""Ashbrook"", ""pickup_time"": ""16:28""}, {""place"": ""Limerick Institute of Technology"", ""pickup_time"": ""16:36""}, {""place"": ""Limerick Docklands"", ""pickup_time"": ""16:44""}]"
23,R008,Route H,Kerry,Monday,50,12,"[{""place"": ""Killorglin"", ""pickup_time"": ""12:30""}, {""place"": ""Listowel"", ""pickup_time"": ""12:40""}, {""place"": ""Annascaul"", ""pickup_time"": ""12:46""}, {""place"": ""Blennerville"", ""pickup_time"": ""13:01""}, {""place"": ""Killarney"", ""pickup_time"": ""13:08""}, {""place"": ""Moyvane"", ""pickup_time"": ""13:22""}, {""place"": ""Cahersiveen"", ""pickup_time"": ""13:37""}, {""place"": ""Tarbert"", ""pickup_time"": ""13:52""}, {""place"": ""Kenmare"", ""pickup_time"": ""14:07""}, {""place"": ""Lixnaw"", ""pickup_time"": ""14:22""}, {""place"": ""Ballinskelligs"", ""pickup_time"": ""14:36""}, {""place"": ""Abbeyfeale"", ""pickup_time"": ""14:51""}]"
